Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,interaction_effect,interaction_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description,Gene,Protein Gene,UniProt_Accession,UniProt_Entry_Name,UniProt_Database
sp|P10321|HLAC_HUMAN,-0.1633195519307674,17.570060872028453,,0.46344223842845733,,-0.1633195519307674,0.46344223842845733,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7270778397707703,False,Not significant,"HLA class I histocompatibility antigen, C alpha chain",HLA-C,HLA-C,P10321,HLAC_HUMAN,SwissProt
sp|P42224|STAT1_HUMAN,0.34455680944905154,12.380442651496757,,0.46404354008724147,,0.34455680944905154,0.46404354008724147,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7270778397707703,False,Not significant,Signal transducer and activator of transcription 1-alpha/beta,STAT1,STAT1,P42224,STAT1_HUMAN,SwissProt
sp|P50225|ST1A1_HUMAN,0.18530315581894527,13.72524943475649,,0.4643479290954291,,0.18530315581894527,0.4643479290954291,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7270778397707703,False,Not significant,Sulfotransferase 1A1,SULT1A1,SULT1A1,P50225,ST1A1_HUMAN,SwissProt
sp|Q02487|DSC2_HUMAN,1.428758236741401,8.602282503359785,,0.4643500978694515,,1.428758236741401,0.4643500978694515,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7270778397707703,False,Not significant,Desmocollin-2,DSC2,DSC2,Q02487,DSC2_HUMAN,SwissProt
sp|Q12884|SEPR_HUMAN,-0.12208069124897962,16.252292019761718,,0.4645099800208674,,-0.12208069124897962,0.4645099800208674,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7270778397707703,False,Not significant,Prolyl endopeptidase FAP,FAP,FAP,Q12884,SEPR_HUMAN,SwissProt
sp|P84085|ARF5_HUMAN,0.1556289788317935,15.094998137288766,,0.46462825111667216,,0.1556289788317935,0.46462825111667216,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7270778397707703,False,Not significant,ADP-ribosylation factor 5,ARF5,ARF5,P84085,ARF5_HUMAN,SwissProt
sp|P04062|GBA1_HUMAN,-0.1311704686847676,14.327714927013401,,0.46505798776840757,,-0.1311704686847676,0.46505798776840757,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7272511742880448,False,Not significant,Lysosomal acid glucosylceramidase,GBA1,GBA1,P04062,GBA1_HUMAN,SwissProt
sp|Q15846|CLUL1_HUMAN,0.3215976124985811,10.671931833586273,,0.4666728393145618,,0.3215976124985811,0.4666728393145618,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7292234791098362,False,Not significant,Clusterin-like protein 1,CLUL1,CLUL1,Q15846,CLUL1_HUMAN,SwissProt
sp|Q9UBQ7|GRHPR_HUMAN,-0.4296874846916058,11.074954815953564,,0.4669588945177021,,-0.4296874846916058,0.4669588945177021,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7292234791098362,False,Not significant,Glyoxylate reductase/hydroxypyruvate reductase,GRHPR,GRHPR,Q9UBQ7,GRHPR_HUMAN,SwissProt
sp|P13797|PLST_HUMAN,0.17264923288788916,15.005877144588379,,0.4675368844755444,,0.17264923288788916,0.4675368844755444,,,,,,,29,Mixed-effects model (Wald F-test on time),0.729626349489556,False,Not significant,Plastin-3,PLS3,PLS3,P13797,PLST_HUMAN,SwissProt
sp|Q9UBW5|BIN2_HUMAN,-0.19521365979553598,17.649439136383602,,0.4680257045188384,,-0.19521365979553598,0.4680257045188384,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7298896075943582,False,Not significant,Bridging integrator 2,BIN2,BIN2,Q9UBW5,BIN2_HUMAN,SwissProt
sp|P17936|IBP3_HUMAN,0.19819521598845077,17.763511964346502,,0.4684396150328366,,0.19819521598845077,0.4684396150328366,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,Insulin-like growth factor-binding protein 3,IGFBP3,IGFBP3,P17936,IBP3_HUMAN,SwissProt
sp|P02647|APOA1_HUMAN,0.09378878777476216,27.199591905055065,,0.46950434268064223,,0.09378878777476216,0.46950434268064223,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,Apolipoprotein A-I,APOA1,APOA1,P02647,APOA1_HUMAN,SwissProt
sp|Q96RD9|FCRL5_HUMAN,-0.8299705987650708,9.106727811893197,,0.46954287792927907,,-0.8299705987650708,0.46954287792927907,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,Fc receptor-like protein 5,FCRL5,FCRL5,Q96RD9,FCRL5_HUMAN,SwissProt
sp|Q9Y613|FHOD1_HUMAN,-0.12790006166809956,15.705174074986969,,0.47022165668970195,,-0.12790006166809956,0.47022165668970195,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,FH1/FH2 domain-containing protein 1,FHOD1,FHOD1,Q9Y613,FHOD1_HUMAN,SwissProt
sp|P61970|NTF2_HUMAN,-0.48686008427116934,10.892908364319265,,0.4703291779705374,,-0.48686008427116934,0.4703291779705374,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,Nuclear transport factor 2,NUTF2,NUTF2,P61970,NTF2_HUMAN,SwissProt
sp|Q32P28|P3H1_HUMAN,-1.169792269109051,7.398836966535682,,0.47045505941593657,,-1.169792269109051,0.47045505941593657,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,Prolyl 3-hydroxylase 1,P3H1,P3H1,Q32P28,P3H1_HUMAN,SwissProt
sp|Q92692|NECT2_HUMAN,0.2861546459737131,11.384797269711932,,0.4705862179039837,,0.2861546459737131,0.4705862179039837,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,Nectin-2,NECTIN2,NECTIN2,Q92692,NECT2_HUMAN,SwissProt
sp|P15121|ALDR_HUMAN,2.3337914934594415,7.957101147024111,,0.4711268197279881,,2.3337914934594415,0.4711268197279881,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,Aldo-keto reductase family 1 member B1,AKR1B1,AKR1B1,P15121,ALDR_HUMAN,SwissProt
sp|P22061|PIMT_HUMAN,-0.11865621443582167,15.832380496539612,,0.471138421264108,,-0.11865621443582167,0.471138421264108,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PCMT1,PCMT1,P22061,PIMT_HUMAN,SwissProt
sp|Q16531|DDB1_HUMAN,-0.23281101435247611,14.069085881287618,,0.4712689810564149,,-0.23281101435247611,0.4712689810564149,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7299546717449905,False,Not significant,DNA damage-binding protein 1,DDB1,DDB1,Q16531,DDB1_HUMAN,SwissProt
sp|O75339|CILP1_HUMAN,-0.1907547341909012,17.93588924600984,,0.4723410838426253,,-0.1907547341909012,0.4723410838426253,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7309607398528759,False,Not significant,Cartilage intermediate layer protein 1,CILP,CILP,O75339,CILP1_HUMAN,SwissProt
gi|136429|sp|P00761|TRYP_PIG,-0.15282780015181172,28.100968108426592,,0.4725597063785698,,-0.15282780015181172,0.4725597063785698,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7309607398528759,False,Not significant,(CONTAMINANT) Trypsin precursor,,,P00761,,
sp|Q92888|ARHG1_HUMAN,-0.24932829132349604,11.374802934619401,,0.47299068101760045,,-0.24932829132349604,0.47299068101760045,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7311313577763587,False,Not significant,Rho guanine nucleotide exchange factor 1,ARHGEF1,ARHGEF1,Q92888,ARHG1_HUMAN,SwissProt
sp|P68363|TBA1B_HUMAN,-0.09744957202927856,21.052956639754083,,0.4733978764686567,,-0.09744957202927856,0.4733978764686567,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7312650124312583,False,Not significant,Tubulin alpha-1B chain,TUBA1B,TUBA1B,P68363,TBA1B_HUMAN,SwissProt
sp|Q15833|STXB2_HUMAN,0.13508343598043598,16.634567245524885,,0.4750266708953651,,0.13508343598043598,0.4750266708953651,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7330695603847754,False,Not significant,Syntaxin-binding protein 2,STXBP2,STXBP2,Q15833,STXB2_HUMAN,SwissProt
sp|A0A0G2JS06|LV539_HUMAN,-0.21973834239734263,16.171739534374364,,0.47520912730206055,,-0.21973834239734263,0.47520912730206055,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7330695603847754,False,Not significant,Immunoglobulin lambda variable 5-39,IGLV5-39,IGLV5-39,A0A0G2JS06,LV539_HUMAN,SwissProt
sp|P40200|TACT_HUMAN,-0.23246910366727316,13.60479773515476,,0.475589864204919,,-0.23246910366727316,0.475589864204919,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7331608454274614,False,Not significant,T-cell surface protein tactile,CD96,CD96,P40200,TACT_HUMAN,SwissProt
sp|Q6PJF5|RHDF2_HUMAN,-0.41959424279229457,10.889281430251215,,0.47598831468500746,,-0.41959424279229457,0.47598831468500746,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7332792955958223,False,Not significant,Inactive rhomboid protein 2,RHBDF2,RHBDF2,Q6PJF5,RHDF2_HUMAN,SwissProt
sp|Q15041|AR6P1_HUMAN,1.4505036072946949,8.834695820397638,,0.47682785100585046,,1.4505036072946949,0.47682785100585046,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7340766376052256,False,Not significant,ADP-ribosylation factor-like protein 6-interacting protein 1,ARL6IP1,ARL6IP1,Q15041,AR6P1_HUMAN,SwissProt
sp|P18054|LOX12_HUMAN,-0.18160224191875343,15.017794301488777,,0.4774988493091469,,-0.18160224191875343,0.4774988493091469,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7341438650529986,False,Not significant,Polyunsaturated fatty acid lipoxygenase ALOX12,ALOX12,ALOX12,P18054,LOX12_HUMAN,SwissProt
sp|P61163|ACTZ_HUMAN,-0.16483843170758086,16.424967253109234,,0.4775155052077179,,-0.16483843170758086,0.4775155052077179,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7341438650529986,False,Not significant,Alpha-centractin,ACTR1A,ACTR1A,P61163,ACTZ_HUMAN,SwissProt
sp|P15907|SIAT1_HUMAN,-0.13096423759982798,13.602263715800392,,0.47807196423027265,,-0.13096423759982798,0.47807196423027265,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7345040959872113,False,Not significant,"Beta-galactoside alpha-2,6-sialyltransferase 1",ST6GAL1,ST6GAL1,P15907,SIAT1_HUMAN,SwissProt
sp|A0A0B4J1U3|LV136_HUMAN,0.4348865798088169,12.758933256934048,,0.4784755485330954,,0.4348865798088169,0.4784755485330954,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7346291250205101,False,Not significant,Immunoglobulin lambda variable 1-36,IGLV1-36,IGLV1-36,A0A0B4J1U3,LV136_HUMAN,SwissProt
sp|Q2M389|WASC4_HUMAN,0.3783598368251418,11.911364877491296,,0.47914054513031856,,0.3783598368251418,0.47914054513031856,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7349635907400898,False,Not significant,WASH complex subunit 4,WASHC4,WASHC4,Q2M389,WASC4_HUMAN,SwissProt
sp|Q9UNN5|FAF1_HUMAN,-0.43599469592282036,11.977123490592081,,0.4793380962414533,,-0.43599469592282036,0.4793380962414533,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7349635907400898,False,Not significant,FAS-associated factor 1,FAF1,FAF1,Q9UNN5,FAF1_HUMAN,SwissProt
sp|P68036|UB2L3_HUMAN,0.2202706911680794,12.610242479247198,,0.48040355894298103,,0.2202706911680794,0.48040355894298103,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7358308878261978,False,Not significant,Ubiquitin-conjugating enzyme E2 L3,UBE2L3,UBE2L3,P68036,UB2L3_HUMAN,SwissProt
sp|Q9NRG1|PRDC1_HUMAN,-1.1438604471577296,9.751308646294127,,0.4805492070057932,,-1.1438604471577296,0.4805492070057932,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7358308878261978,False,Not significant,Phosphoribosyltransferase domain-containing protein 1,PRTFDC1,PRTFDC1,Q9NRG1,PRDC1_HUMAN,SwissProt
sp|P32321|DCTD_HUMAN,0.455126036739138,9.831707501997398,,0.4812229236050193,,0.455126036739138,0.4812229236050193,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7363679636372107,False,Not significant,Deoxycytidylate deaminase,DCTD,DCTD,P32321,DCTD_HUMAN,SwissProt
sp|A0A075B6Q5|HV364_HUMAN,0.25161075285106926,17.679728662432165,,0.48198672072703574,,0.25161075285106926,0.48198672072703574,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7366019933625617,False,Not significant,Immunoglobulin heavy variable 3-64,IGHV3-64,IGHV3-64,A0A075B6Q5,HV364_HUMAN,SwissProt
sp|Q7Z2W4|ZCCHV_HUMAN,0.5006423379511149,10.044660125861009,,0.4820220061828694,,0.5006423379511149,0.4820220061828694,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7366019933625617,False,Not significant,Zinc finger CCCH-type antiviral protein 1,ZC3HAV1,ZC3HAV1,Q7Z2W4,ZCCHV_HUMAN,SwissProt
sp|Q9BQE3|TBA1C_HUMAN,-0.11026997268829604,20.77902022426897,,0.48282836730414436,,-0.11026997268829604,0.48282836730414436,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7373400384818816,False,Not significant,Tubulin alpha-1C chain,TUBA1C,TUBA1C,Q9BQE3,TBA1C_HUMAN,SwissProt
sp|Q9UK41|VPS28_HUMAN,0.3053839281840285,10.72750872513346,,0.48332289062902034,,0.3053839281840285,0.48332289062902034,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7376011985503121,False,Not significant,Vacuolar protein sorting-associated protein 28 homolog,VPS28,VPS28,Q9UK41,VPS28_HUMAN,SwissProt
sp|P48741|HSP77_HUMAN,-0.10506138161281439,17.79222994084772,,0.4844309965574325,,-0.10506138161281439,0.4844309965574325,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7383648749270173,False,Not significant,Putative heat shock 70 kDa protein 7,HSPA7,HSPA7,P48741,HSP77_HUMAN,SwissProt
sp|Q9BR76|COR1B_HUMAN,0.1527946589278095,15.22522542934127,,0.4846954178058195,,0.1527946589278095,0.4846954178058195,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7383648749270173,False,Not significant,Coronin-1B,CORO1B,CORO1B,Q9BR76,COR1B_HUMAN,SwissProt
sp|P28676|GRAN_HUMAN,-0.2783479484341801,12.894302475502194,,0.4850104555645832,,-0.2783479484341801,0.4850104555645832,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7383648749270173,False,Not significant,Grancalcin,GCA,GCA,P28676,GRAN_HUMAN,SwissProt
sp|P06753|TPM3_HUMAN,0.14999207690698707,17.971775530005957,,0.485118676596786,,0.14999207690698707,0.485118676596786,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7383648749270173,False,Not significant,Tropomyosin alpha-3 chain,TPM3,TPM3,P06753,TPM3_HUMAN,SwissProt
sp|Q92496|FHR4_HUMAN,0.17715317561492488,22.067996357781414,,0.48677750885770443,,0.17715317561492488,0.48677750885770443,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7401556319844403,False,Not significant,Complement factor H-related protein 4,CFHR4,CFHR4,Q92496,FHR4_HUMAN,SwissProt
sp|P31948|STIP1_HUMAN,-0.32278021462507017,12.853809343094031,,0.4869444947266055,,-0.32278021462507017,0.4869444947266055,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7401556319844403,False,Not significant,Stress-induced-phosphoprotein 1,STIP1,STIP1,P31948,STIP1_HUMAN,SwissProt
sp|Q15485|FCN2_HUMAN,0.24690609861496152,16.397624272127572,,0.48735578587140505,,0.24690609861496152,0.48735578587140505,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7402872696780837,False,Not significant,Ficolin-2,FCN2,FCN2,Q15485,FCN2_HUMAN,SwissProt
sp|Q9Y315|DEOC_HUMAN,-0.4289327834172372,10.442606345199282,,0.4880359326515952,,-0.4289327834172372,0.4880359326515952,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7408268484990925,False,Not significant,Deoxyribose-phosphate aldolase,DERA,DERA,Q9Y315,DEOC_HUMAN,SwissProt
sp|Q9NTK5|OLA1_HUMAN,0.3482711282431431,12.311995037095336,,0.48851192009642663,,0.3482711282431431,0.48851192009642663,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7409067301256205,False,Not significant,Obg-like ATPase 1,OLA1,OLA1,Q9NTK5,OLA1_HUMAN,SwissProt
sp|A6NH11|GLTD2_HUMAN,0.39017361315282495,11.158847299315937,,0.4889689232783616,,0.39017361315282495,0.4889689232783616,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7409067301256205,False,Not significant,Glycolipid transfer protein domain-containing protein 2,GLTPD2,GLTPD2,A6NH11,GLTD2_HUMAN,SwissProt
sp|Q8WXW3|PIBF1_HUMAN,0.23864028440932494,13.669296400714545,,0.4896704729633691,,0.23864028440932494,0.4896704729633691,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7409067301256205,False,Not significant,Progesterone-induced-blocking factor 1,PIBF1,PIBF1,Q8WXW3,PIBF1_HUMAN,SwissProt
sp|P31689|DNJA1_HUMAN,-1.4353999467734395,9.638876515838723,,0.4896750763570895,,-1.4353999467734395,0.4896750763570895,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7409067301256205,False,Not significant,DnaJ homolog subfamily A member 1,DNAJA1,DNAJA1,P31689,DNJA1_HUMAN,SwissProt
sp|Q8TD08|MK15_HUMAN,0.6042867566187348,10.966714760715817,,0.48971335188566234,,0.6042867566187348,0.48971335188566234,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7409067301256205,False,Not significant,Mitogen-activated protein kinase 15,MAPK15,MAPK15,Q8TD08,MK15_HUMAN,SwissProt
sp|Q99816|TS101_HUMAN,0.14792592342069713,13.065690968281187,,0.49066490812240127,,0.14792592342069713,0.49066490812240127,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7418541051187499,False,Not significant,Tumor susceptibility gene 101 protein,TSG101,TSG101,Q99816,TS101_HUMAN,SwissProt
sp|P02748|CO9_HUMAN,0.13124923648165276,24.15379772321722,,0.49185924769336165,,0.13124923648165276,0.49185924769336165,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7431670541688963,False,Not significant,Complement component C9,C9,C9,P02748,CO9_HUMAN,SwissProt
sp|O43633|CHM2A_HUMAN,1.3704641701209934,9.240298296169627,,0.4926761825767134,,1.3704641701209934,0.4926761825767134,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7439084081290772,False,Not significant,Charged multivesicular body protein 2a,CHMP2A,CHMP2A,O43633,CHM2A_HUMAN,SwissProt
sp|Q9NPG4|PCD12_HUMAN,0.20895063278270232,15.156349770552499,,0.49326114954418077,,0.20895063278270232,0.49326114954418077,,,,,,,29,Mixed-effects model (Wald F-test on time),0.743932483695559,False,Not significant,Protocadherin-12,PCDH12,PCDH12,Q9NPG4,PCD12_HUMAN,SwissProt
sp|P26641|EF1G_HUMAN,0.1208117527546571,15.823954580133528,,0.49334469971389694,,0.1208117527546571,0.49334469971389694,,,,,,,29,Mixed-effects model (Wald F-test on time),0.743932483695559,False,Not significant,Elongation factor 1-gamma,EEF1G,EEF1G,P26641,EF1G_HUMAN,SwissProt
sp|P00451|FA8_HUMAN,0.205751938510604,20.41053173175998,,0.49449812483210653,,0.205751938510604,0.49449812483210653,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7451050431340009,False,Not significant,Coagulation factor VIII,F8,F8,P00451,FA8_HUMAN,SwissProt
sp|Q9UNZ2|NSF1C_HUMAN,-0.4097398207295955,11.769439848312746,,0.4947758926775778,,-0.4097398207295955,0.4947758926775778,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7451050431340009,False,Not significant,NSFL1 cofactor p47,NSFL1C,NSFL1C,Q9UNZ2,NSF1C_HUMAN,SwissProt
sp|Q13564|ULA1_HUMAN,2.1674866688603998,8.106220067481386,,0.4952303955779942,,2.1674866688603998,0.4952303955779942,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7452972289886646,False,Not significant,NEDD8-activating enzyme E1 regulatory subunit,NAE1,NAE1,Q13564,ULA1_HUMAN,SwissProt
sp|O60229|KALRN_HUMAN,-0.20568394280704963,12.778557431122923,,0.4956094933731131,,-0.20568394280704963,0.4956094933731131,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7453757552049459,False,Not significant,Kalirin,KALRN,KALRN,O60229,KALRN_HUMAN,SwissProt
sp|Q16795|NDUA9_HUMAN,1.012150880534689,9.814553714523921,,0.49675115815197046,,1.012150880534689,0.49675115815197046,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7458453207608884,False,Not significant,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,NDUFA9,Q16795,NDUA9_HUMAN,SwissProt
sp|P14324|FPPS_HUMAN,0.5449289033690675,9.69987043695516,,0.49695537377103327,,0.5449289033690675,0.49695537377103327,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7458453207608884,False,Not significant,Farnesyl pyrophosphate synthase,FDPS,FDPS,P14324,FPPS_HUMAN,SwissProt
sp|Q6UW49|SPESP_HUMAN,0.1712788084310185,13.934546979368012,,0.49735275633679565,,0.1712788084310185,0.49735275633679565,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7458453207608884,False,Not significant,Sperm equatorial segment protein 1,SPESP1,SPESP1,Q6UW49,SPESP_HUMAN,SwissProt
sp|Q5KU26|COL12_HUMAN,0.31029073838823945,11.565893156753898,,0.4976294803699931,,0.31029073838823945,0.4976294803699931,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7458453207608884,False,Not significant,Collectin-12,COLEC12,COLEC12,Q5KU26,COL12_HUMAN,SwissProt
sp|P19883|FST_HUMAN,-0.21085005864495876,16.628453213326463,,0.49765525936805266,,-0.21085005864495876,0.49765525936805266,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7458453207608884,False,Not significant,Follistatin,FST,FST,P19883,FST_HUMAN,SwissProt
sp|O75368|SH3L1_HUMAN,0.29161942995124546,12.880888957150015,,0.4979276193757747,,0.29161942995124546,0.4979276193757747,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7458453207608884,False,Not significant,Adapter SH3BGRL,SH3BGRL,SH3BGRL,O75368,SH3L1_HUMAN,SwissProt
sp|Q9UBV8|PEF1_HUMAN,-0.2094193991573419,12.32003686623619,,0.4985310963132511,,-0.2094193991573419,0.4985310963132511,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7458453207608884,False,Not significant,Peflin,PEF1,PEF1,Q9UBV8,PEF1_HUMAN,SwissProt
