Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description_x,Gene,Protein Gene_x,UniProt_Accession_x,UniProt_Entry_Name_x,UniProt_Database,Description_y,Protein Gene_y,UniProt_Accession_y,UniProt_Entry_Name_y
sp|B7ZW38|HNRC3_HUMAN / sp|B2RXH8|HNRC2_HUMAN / sp|O60812|HNRC1_HUMAN / sp|P0DMR1|HNRC4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Heterogeneous nuclear ribonucleoprotein C-like 3,HNRNPCL3 / HNRNPCL2 / HNRNPCL1 / HNRNPCL4,HNRNPCL3 / HNRNPCL2 / HNRNPCL1 / HNRNPCL4,B7ZW38,,,Heterogeneous nuclear ribonucleoprotein C-like 3,HNRNPCL3 / HNRNPCL2 / HNRNPCL1 / HNRNPCL4,B7ZW38,
sp|O43529|CHSTA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Carbohydrate sulfotransferase 10,CHST10,CHST10,O43529,CHSTA_HUMAN,SwissProt,Carbohydrate sulfotransferase 10,CHST10,O43529,CHSTA_HUMAN
sp|P01178|NEU1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Oxytocin-neurophysin 1,OXT,OXT,P01178,NEU1_HUMAN,SwissProt,Oxytocin-neurophysin 1,OXT,P01178,NEU1_HUMAN
sp|P02741|CRP_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,C-reactive protein,CRP,CRP,P02741,CRP_HUMAN,SwissProt,C-reactive protein,CRP,P02741,CRP_HUMAN
sp|P06733|ENOA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Alpha-enolase,ENO1,ENO1,P06733,ENOA_HUMAN,SwissProt,Alpha-enolase,ENO1,P06733,ENOA_HUMAN
sp|P20155|ISK2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Serine protease inhibitor Kazal-type 2,SPINK2,SPINK2,P20155,ISK2_HUMAN,SwissProt,Serine protease inhibitor Kazal-type 2,SPINK2,P20155,ISK2_HUMAN
sp|P27824|CALX_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Calnexin,CANX,CANX,P27824,CALX_HUMAN,SwissProt,Calnexin,CANX,P27824,CALX_HUMAN
sp|P34903|GBRA3_HUMAN / sp|P14867|GBRA1_HUMAN / sp|P47869|GBRA2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3 / GABRA1 / GABRA2,GABRA3 / GABRA1 / GABRA2,P34903,,,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3 / GABRA1 / GABRA2,P34903,
sp|P45877|PPIC_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Peptidyl-prolyl cis-trans isomerase C,PPIC,PPIC,P45877,PPIC_HUMAN,SwissProt,Peptidyl-prolyl cis-trans isomerase C,PPIC,P45877,PPIC_HUMAN
sp|Q10472|GALT1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Polypeptide N-acetylgalactosaminyltransferase 1,GALNT1,GALNT1,Q10472,GALT1_HUMAN,SwissProt,Polypeptide N-acetylgalactosaminyltransferase 1,GALNT1,Q10472,GALT1_HUMAN
sp|Q96SM3|CPXM1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Probable carboxypeptidase X1,CPXM1,CPXM1,Q96SM3,CPXM1_HUMAN,SwissProt,Probable carboxypeptidase X1,CPXM1,Q96SM3,CPXM1_HUMAN
sp|Q99542|MMP19_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Matrix metalloproteinase-19,MMP19,MMP19,Q99542,MMP19_HUMAN,SwissProt,Matrix metalloproteinase-19,MMP19,Q99542,MMP19_HUMAN
sp|O75094|SLIT3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Slit homolog 3 protein,SLIT3,SLIT3,O75094,SLIT3_HUMAN,SwissProt,Slit homolog 3 protein,SLIT3,O75094,SLIT3_HUMAN
sp|Q15121|PEA15_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Astrocytic phosphoprotein PEA-15,PEA15,PEA15,Q15121,PEA15_HUMAN,SwissProt,Astrocytic phosphoprotein PEA-15,PEA15,Q15121,PEA15_HUMAN
sp|Q9BRA2|TXD17_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Thioredoxin domain-containing protein 17,TXNDC17,TXNDC17,Q9BRA2,TXD17_HUMAN,SwissProt,Thioredoxin domain-containing protein 17,TXNDC17,Q9BRA2,TXD17_HUMAN
sp|Q9Y5Z9|UBIA1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,UbiA prenyltransferase domain-containing protein 1,UBIAD1,UBIAD1,Q9Y5Z9,UBIA1_HUMAN,SwissProt,UbiA prenyltransferase domain-containing protein 1,UBIAD1,Q9Y5Z9,UBIA1_HUMAN
sp|P07384|CAN1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Calpain-1 catalytic subunit,CAPN1,CAPN1,P07384,CAN1_HUMAN,SwissProt,Calpain-1 catalytic subunit,CAPN1,P07384,CAN1_HUMAN
sp|Q15366|PCBP2_HUMAN / sp|Q15365|PCBP1_HUMAN / sp|P57721|PCBP3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Poly(rC)-binding protein 2,PCBP2 / PCBP1 / PCBP3,PCBP2 / PCBP1 / PCBP3,Q15366,,,Poly(rC)-binding protein 2,PCBP2 / PCBP1 / PCBP3,Q15366,
sp|Q8IZJ1|UNC5B_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Netrin receptor UNC5B,UNC5B,UNC5B,Q8IZJ1,UNC5B_HUMAN,SwissProt,Netrin receptor UNC5B,UNC5B,Q8IZJ1,UNC5B_HUMAN
sp|O60243|H6ST1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Heparan-sulfate 6-O-sulfotransferase 1,HS6ST1,HS6ST1,O60243,H6ST1_HUMAN,SwissProt,Heparan-sulfate 6-O-sulfotransferase 1,HS6ST1,O60243,H6ST1_HUMAN
sp|P02766|TTHY_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Transthyretin,TTR,TTR,P02766,TTHY_HUMAN,SwissProt,Transthyretin,TTR,P02766,TTHY_HUMAN
sp|Q14314|FGL2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Fibroleukin,FGL2,FGL2,Q14314,FGL2_HUMAN,SwissProt,Fibroleukin,FGL2,Q14314,FGL2_HUMAN
sp|Q9BWS9|CHID1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Chitinase domain-containing protein 1,CHID1,CHID1,Q9BWS9,CHID1_HUMAN,SwissProt,Chitinase domain-containing protein 1,CHID1,Q9BWS9,CHID1_HUMAN
sp|Q9GZM5|YIPF3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein YIPF3,YIPF3,YIPF3,Q9GZM5,YIPF3_HUMAN,SwissProt,Protein YIPF3,YIPF3,Q9GZM5,YIPF3_HUMAN
sp|Q9UI42|CBPA4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Carboxypeptidase A4,CPA4,CPA4,Q9UI42,CBPA4_HUMAN,SwissProt,Carboxypeptidase A4,CPA4,Q9UI42,CBPA4_HUMAN
sp|Q9HCU4|CELR2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Cadherin EGF LAG seven-pass G-type receptor 2,CELSR2,CELSR2,Q9HCU4,CELR2_HUMAN,SwissProt,Cadherin EGF LAG seven-pass G-type receptor 2,CELSR2,Q9HCU4,CELR2_HUMAN
sp|P07492|GRP_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Gastrin-releasing peptide,GRP,GRP,P07492,GRP_HUMAN,SwissProt,Gastrin-releasing peptide,GRP,P07492,GRP_HUMAN
sp|Q15904|VAS1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,V-type proton ATPase subunit S1,ATP6AP1,ATP6AP1,Q15904,VAS1_HUMAN,SwissProt,V-type proton ATPase subunit S1,ATP6AP1,Q15904,VAS1_HUMAN
sp|Q8TER0|SNED1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Sushi, nidogen and EGF-like domain-containing protein 1",SNED1,SNED1,Q8TER0,SNED1_HUMAN,SwissProt,"Sushi, nidogen and EGF-like domain-containing protein 1",SNED1,Q8TER0,SNED1_HUMAN
sp|Q9UIB8|SLAF5_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,SLAM family member 5,CD84,CD84,Q9UIB8,SLAF5_HUMAN,SwissProt,SLAM family member 5,CD84,Q9UIB8,SLAF5_HUMAN
sp|O43866|CD5L_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,CD5 antigen-like,CD5L,CD5L,O43866,CD5L_HUMAN,SwissProt,CD5 antigen-like,CD5L,O43866,CD5L_HUMAN
sp|P81172|HEPC_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Hepcidin,HAMP,HAMP,P81172,HEPC_HUMAN,SwissProt,Hepcidin,HAMP,P81172,HEPC_HUMAN
sp|Q8NHL6|LIRB1_HUMAN / sp|Q8N6C8|LIRA3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Leukocyte immunoglobulin-like receptor subfamily B member 1,LILRB1 / LILRA3,LILRB1 / LILRA3,Q8NHL6,,,Leukocyte immunoglobulin-like receptor subfamily B member 1,LILRB1 / LILRA3,Q8NHL6,
sp|Q9NY15|STAB1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Stabilin-1,STAB1,STAB1,Q9NY15,STAB1_HUMAN,SwissProt,Stabilin-1,STAB1,Q9NY15,STAB1_HUMAN
sp|A0A075B6R9|KVD24_HUMAN / sp|A0A0C4DH68|KV224_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Probable non-functional immunoglobulin kappa variable 2D-24,IGKV2D-24 / IGKV2-24,IGKV2D-24 / IGKV2-24,A0A075B6R9,,,Probable non-functional immunoglobulin kappa variable 2D-24,IGKV2D-24 / IGKV2-24,A0A075B6R9,
sp|P0DMV8|HS71A_HUMAN / sp|P0DMV9|HS71B_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Heat shock 70 kDa protein 1A,HSPA1A / HSPA1B,HSPA1A / HSPA1B,P0DMV8,,,Heat shock 70 kDa protein 1A,HSPA1A / HSPA1B,P0DMV8,
sp|P11047|LAMC1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Laminin subunit gamma-1,LAMC1,LAMC1,P11047,LAMC1_HUMAN,SwissProt,Laminin subunit gamma-1,LAMC1,P11047,LAMC1_HUMAN
sp|P12035|K2C3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Keratin, type II cytoskeletal 3",KRT3,KRT3,P12035,K2C3_HUMAN,SwissProt,"Keratin, type II cytoskeletal 3",KRT3,P12035,K2C3_HUMAN
sp|P41217|OX2G_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,OX-2 membrane glycoprotein,CD200,CD200,P41217,OX2G_HUMAN,SwissProt,OX-2 membrane glycoprotein,CD200,P41217,OX2G_HUMAN
sp|Q6UX71|PXDC2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Plexin domain-containing protein 2,PLXDC2,PLXDC2,Q6UX71,PXDC2_HUMAN,SwissProt,Plexin domain-containing protein 2,PLXDC2,Q6UX71,PXDC2_HUMAN
sp|Q9H239|MMP28_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Matrix metalloproteinase-28,MMP28,MMP28,Q9H239,MMP28_HUMAN,SwissProt,Matrix metalloproteinase-28,MMP28,Q9H239,MMP28_HUMAN
sp|P54753|EPHB3_HUMAN / sp|P54762|EPHB1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Ephrin type-B receptor 3,EPHB3 / EPHB1,EPHB3 / EPHB1,P54753,,,Ephrin type-B receptor 3,EPHB3 / EPHB1,P54753,
sp|P63104|1433Z_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,14-3-3 protein zeta/delta,YWHAZ,YWHAZ,P63104,1433Z_HUMAN,SwissProt,14-3-3 protein zeta/delta,YWHAZ,P63104,1433Z_HUMAN
sp|P30740|ILEU_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Leukocyte elastase inhibitor,SERPINB1,SERPINB1,P30740,ILEU_HUMAN,SwissProt,Leukocyte elastase inhibitor,SERPINB1,P30740,ILEU_HUMAN
sp|Q13555|KCC2G_HUMAN / sp|Q13554|KCC2B_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CAMK2G / CAMK2B,CAMK2G / CAMK2B,Q13555,,,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CAMK2G / CAMK2B,Q13555,
sp|Q7L8L6|FAKD5_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"FAST kinase domain-containing protein 5, mitochondrial",FASTKD5,FASTKD5,Q7L8L6,FAKD5_HUMAN,SwissProt,"FAST kinase domain-containing protein 5, mitochondrial",FASTKD5,Q7L8L6,FAKD5_HUMAN
sp|Q9H173|SIL1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Nucleotide exchange factor SIL1,SIL1,SIL1,Q9H173,SIL1_HUMAN,SwissProt,Nucleotide exchange factor SIL1,SIL1,Q9H173,SIL1_HUMAN
sp|Q9H257|CARD9_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Caspase recruitment domain-containing protein 9,CARD9,CARD9,Q9H257,CARD9_HUMAN,SwissProt,Caspase recruitment domain-containing protein 9,CARD9,Q9H257,CARD9_HUMAN
sp|Q9ULL4|PLXB3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Plexin-B3,PLXNB3,PLXNB3,Q9ULL4,PLXB3_HUMAN,SwissProt,Plexin-B3,PLXNB3,Q9ULL4,PLXB3_HUMAN
sp|O14786|NRP1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Neuropilin-1,NRP1,NRP1,O14786,NRP1_HUMAN,SwissProt,Neuropilin-1,NRP1,O14786,NRP1_HUMAN
sp|P13639|EF2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Elongation factor 2,EEF2,EEF2,P13639,EF2_HUMAN,SwissProt,Elongation factor 2,EEF2,P13639,EF2_HUMAN
sp|P16152|CBR1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Carbonyl reductase [NADPH] 1,CBR1,CBR1,P16152,CBR1_HUMAN,SwissProt,Carbonyl reductase [NADPH] 1,CBR1,P16152,CBR1_HUMAN
sp|P63220|RS21_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Small ribosomal subunit protein eS21,RPS21,RPS21,P63220,RS21_HUMAN,SwissProt,Small ribosomal subunit protein eS21,RPS21,P63220,RS21_HUMAN
sp|Q5IJ48|CRUM2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein crumbs homolog 2,CRB2,CRB2,Q5IJ48,CRUM2_HUMAN,SwissProt,Protein crumbs homolog 2,CRB2,Q5IJ48,CRUM2_HUMAN
sp|Q96FE7|P3IP1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Phosphoinositide-3-kinase-interacting protein 1,PIK3IP1,PIK3IP1,Q96FE7,P3IP1_HUMAN,SwissProt,Phosphoinositide-3-kinase-interacting protein 1,PIK3IP1,Q96FE7,P3IP1_HUMAN
sp|Q99519|NEUR1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Sialidase-1,NEU1,NEU1,Q99519,NEUR1_HUMAN,SwissProt,Sialidase-1,NEU1,Q99519,NEUR1_HUMAN
sp|O43567|RNF13_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,E3 ubiquitin-protein ligase RNF13,RNF13,RNF13,O43567,RNF13_HUMAN,SwissProt,E3 ubiquitin-protein ligase RNF13,RNF13,O43567,RNF13_HUMAN
sp|P16930|FAAA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Fumarylacetoacetase,FAH,FAH,P16930,FAAA_HUMAN,SwissProt,Fumarylacetoacetase,FAH,P16930,FAAA_HUMAN
sp|P23284|PPIB_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Peptidyl-prolyl cis-trans isomerase B,PPIB,PPIB,P23284,PPIB_HUMAN,SwissProt,Peptidyl-prolyl cis-trans isomerase B,PPIB,P23284,PPIB_HUMAN
sp|P78504|JAG1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein jagged-1,JAG1,JAG1,P78504,JAG1_HUMAN,SwissProt,Protein jagged-1,JAG1,P78504,JAG1_HUMAN
sp|Q13308|PTK7_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Inactive tyrosine-protein kinase 7,PTK7,PTK7,Q13308,PTK7_HUMAN,SwissProt,Inactive tyrosine-protein kinase 7,PTK7,Q13308,PTK7_HUMAN
sp|Q8NBP7|PCSK9_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Proprotein convertase subtilisin/kexin type 9,PCSK9,PCSK9,Q8NBP7,PCSK9_HUMAN,SwissProt,Proprotein convertase subtilisin/kexin type 9,PCSK9,Q8NBP7,PCSK9_HUMAN
sp|Q9Y5F7|PCDGL_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protocadherin gamma-C4,PCDHGC4,PCDHGC4,Q9Y5F7,PCDGL_HUMAN,SwissProt,Protocadherin gamma-C4,PCDHGC4,Q9Y5F7,PCDGL_HUMAN
sp|O94991|SLIK5_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,SLIT and NTRK-like protein 5,SLITRK5,SLITRK5,O94991,SLIK5_HUMAN,SwissProt,SLIT and NTRK-like protein 5,SLITRK5,O94991,SLIK5_HUMAN
sp|O95084|PRS23_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Serine protease 23,PRSS23,PRSS23,O95084,PRS23_HUMAN,SwissProt,Serine protease 23,PRSS23,O95084,PRS23_HUMAN
sp|O95965|ITGBL_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Integrin beta-like protein 1,ITGBL1,ITGBL1,O95965,ITGBL_HUMAN,SwissProt,Integrin beta-like protein 1,ITGBL1,O95965,ITGBL_HUMAN
sp|P05089|ARGI1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Arginase-1,ARG1,ARG1,P05089,ARGI1_HUMAN,SwissProt,Arginase-1,ARG1,P05089,ARGI1_HUMAN
sp|P21266|GSTM3_HUMAN / sp|P46439|GSTM5_HUMAN / sp|P28161|GSTM2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Glutathione S-transferase Mu 3,GSTM3 / GSTM5 / GSTM2,GSTM3 / GSTM5 / GSTM2,P21266,,,Glutathione S-transferase Mu 3,GSTM3 / GSTM5 / GSTM2,P21266,
sp|P48637|GSHB_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Glutathione synthetase,GSS,GSS,P48637,GSHB_HUMAN,SwissProt,Glutathione synthetase,GSS,P48637,GSHB_HUMAN
sp|P50395|GDIB_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Rab GDP dissociation inhibitor beta,GDI2,GDI2,P50395,GDIB_HUMAN,SwissProt,Rab GDP dissociation inhibitor beta,GDI2,P50395,GDIB_HUMAN
sp|Q16363|LAMA4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Laminin subunit alpha-4,LAMA4,LAMA4,Q16363,LAMA4_HUMAN,SwissProt,Laminin subunit alpha-4,LAMA4,Q16363,LAMA4_HUMAN
sp|Q8TCZ2|C99L2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,CD99 antigen-like protein 2,CD99L2,CD99L2,Q8TCZ2,C99L2_HUMAN,SwissProt,CD99 antigen-like protein 2,CD99L2,Q8TCZ2,C99L2_HUMAN
sp|Q99731|CCL19_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,C-C motif chemokine 19,CCL19,CCL19,Q99731,CCL19_HUMAN,SwissProt,C-C motif chemokine 19,CCL19,Q99731,CCL19_HUMAN
sp|Q86YD3|TMM25_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Transmembrane protein 25,TMEM25,TMEM25,Q86YD3,TMM25_HUMAN,SwissProt,Transmembrane protein 25,TMEM25,Q86YD3,TMM25_HUMAN
sp|Q6UX72|B3GN9_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",B3GNT9,B3GNT9,Q6UX72,B3GN9_HUMAN,SwissProt,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",B3GNT9,Q6UX72,B3GN9_HUMAN
sp|Q86UU1|PHLB1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Pleckstrin homology-like domain family B member 1,PHLDB1,PHLDB1,Q86UU1,PHLB1_HUMAN,SwissProt,Pleckstrin homology-like domain family B member 1,PHLDB1,Q86UU1,PHLB1_HUMAN
sp|Q96QA5|GSDMA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Gasdermin-A,GSDMA,GSDMA,Q96QA5,GSDMA_HUMAN,SwissProt,Gasdermin-A,GSDMA,Q96QA5,GSDMA_HUMAN
sp|O00292|LFTY2_HUMAN / sp|O75610|LFTY1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Left-right determination factor 2,LEFTY2 / LEFTY1,LEFTY2 / LEFTY1,O00292,,,Left-right determination factor 2,LEFTY2 / LEFTY1,O00292,
sp|P19320|VCAM1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Vascular cell adhesion protein 1,VCAM1,VCAM1,P19320,VCAM1_HUMAN,SwissProt,Vascular cell adhesion protein 1,VCAM1,P19320,VCAM1_HUMAN
sp|P46976|GLYG_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Glycogenin-1,GYG1,GYG1,P46976,GLYG_HUMAN,SwissProt,Glycogenin-1,GYG1,P46976,GLYG_HUMAN
sp|Q9ULI3|HEG1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein HEG homolog 1,HEG1,HEG1,Q9ULI3,HEG1_HUMAN,SwissProt,Protein HEG homolog 1,HEG1,Q9ULI3,HEG1_HUMAN
sp|C9JRZ8|AK1BF_HUMAN / sp|P15121|ALDR_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Aldo-keto reductase family 1 member B15,AKR1B15 / AKR1B1,AKR1B15 / AKR1B1,C9JRZ8,,,Aldo-keto reductase family 1 member B15,AKR1B15 / AKR1B1,C9JRZ8,
sp|P00995|ISK1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Serine protease inhibitor Kazal-type 1,SPINK1,SPINK1,P00995,ISK1_HUMAN,SwissProt,Serine protease inhibitor Kazal-type 1,SPINK1,P00995,ISK1_HUMAN
sp|Q15149|PLEC_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Plectin,PLEC,PLEC,Q15149,PLEC_HUMAN,SwissProt,Plectin,PLEC,Q15149,PLEC_HUMAN
sp|Q7Z7H5|TMED4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Transmembrane emp24 domain-containing protein 4,TMED4,TMED4,Q7Z7H5,TMED4_HUMAN,SwissProt,Transmembrane emp24 domain-containing protein 4,TMED4,Q7Z7H5,TMED4_HUMAN
sp|Q86SF2|GALT7_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,N-acetylgalactosaminyltransferase 7,GALNT7,GALNT7,Q86SF2,GALT7_HUMAN,SwissProt,N-acetylgalactosaminyltransferase 7,GALNT7,Q86SF2,GALT7_HUMAN
sp|Q8WX77|IBPL1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Insulin-like growth factor-binding protein-like 1,IGFBPL1,IGFBPL1,Q8WX77,IBPL1_HUMAN,SwissProt,Insulin-like growth factor-binding protein-like 1,IGFBPL1,Q8WX77,IBPL1_HUMAN
